Index,Sample Name,Sample Type,Dilution Factor,Component Name,Component Type,Mass Info,Component Group Name,Expected RT,Retention Time,Retention Time Delta (min),Area,Height,Height Ratio
1,blank3,Unknown,1,23dpg_m0-0,Quantifiers,265.0 / 166.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
2,blank3,Unknown,1,23dpg_m1-1,Qualifiers,266.0 / 167.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
3,blank3,Unknown,1,23dpg_m2-2,Qualifiers,267.0 / 168.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
4,blank3,Unknown,1,23dpg_m3-3,Qualifiers,268.0 / 170.0,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
5,blank3,Unknown,1,acon-C_m0-0,Quantifiers,173.0 / 129.0,acon-C,14.1,13.65876031,0.441239692,1042874.968,114125.0199,N/A
6,blank3,Unknown,1,acon-C_m1-0,Qualifiers,174.0 / 129.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
7,blank3,Unknown,1,acon-C_m1-1,Qualifiers,174.0 / 130.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
8,blank3,Unknown,1,acon-C_m2-1,Qualifiers,175.0 / 130.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
9,blank3,Unknown,1,acon-C_m2-2,Qualifiers,175.0 / 131.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
10,blank3,Unknown,1,acon-C_m3-2,Qualifiers,176.0 / 131.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
11,blank3,Unknown,1,acon-C_m3-3,Qualifiers,176.0 / 132.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
12,blank3,Unknown,1,acon-C_m4-3,Qualifiers,177.0 / 132.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
13,blank3,Unknown,1,acon-C_m4-4,Qualifiers,177.0 / 133.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
14,blank3,Unknown,1,acon-C_m5-4,Qualifiers,178.0 / 133.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
15,blank3,Unknown,1,acon-C_m5-5,Qualifiers,178.0 / 134.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
16,blank3,Unknown,1,acon-C_m6-5,Qualifiers,179.0 / 134.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
17,blank3,Unknown,1,akg_m0-0,Quantifiers,145.1 / 101.0,akg,12.8,13.23835973,0.438359731,475317.7138,73126.42922,N/A
18,blank3,Unknown,1,akg_m1-0,Qualifiers,146.1 / 101.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
19,blank3,Unknown,1,akg_m1-1,Qualifiers,146.1 / 102.0,akg,12.8,12.52735544,0.272644564,21066.09584,2817.249429,N/A
20,blank3,Unknown,1,akg_m2-1,Qualifiers,147.1 / 102.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
21,blank3,Unknown,1,akg_m2-2,Qualifiers,147.1 / 103.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
22,blank3,Unknown,1,akg_m3-2,Qualifiers,148.1 / 103.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
23,blank3,Unknown,1,akg_m3-3,Qualifiers,148.1 / 104.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
24,blank3,Unknown,1,akg_m4-3,Qualifiers,149.1 / 104.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
25,blank3,Unknown,1,akg_m4-4,Qualifiers,149.1 / 105.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
26,blank3,Unknown,1,akg_m5-4,Qualifiers,150.1 / 105.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
27,blank3,Unknown,1,cit_m0-0,Quantifiers,191.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
28,blank3,Unknown,1,cit_m1-0,Qualifiers,192.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
29,blank3,Unknown,1,cit_m1-1,Qualifiers,192.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
30,blank3,Unknown,1,cit_m2-0,Qualifiers,193.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
31,blank3,Unknown,1,cit_m2-1,Qualifiers,193.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
32,blank3,Unknown,1,cit_m2-2,Qualifiers,193.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
33,blank3,Unknown,1,cit_m3-1,Qualifiers,194.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
34,blank3,Unknown,1,cit_m3-2,Qualifiers,194.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
35,blank3,Unknown,1,cit_m3-3,Qualifiers,194.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
36,blank3,Unknown,1,cit_m4-2,Qualifiers,195.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
37,blank3,Unknown,1,cit_m4-3,Qualifiers,195.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
38,blank3,Unknown,1,cit_m4-4,Qualifiers,195.0 / 115.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
39,blank3,Unknown,1,cit_m5-3,Qualifiers,196.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
40,blank3,Unknown,1,cit_m5-4,Qualifiers,196.0 / 115.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
41,blank3,Unknown,1,cit_m6-4,Qualifiers,197.0 / 115.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
42,blank3,Unknown,1,dhap_m0-0,Quantifiers,169.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
43,blank3,Unknown,1,dhap_m1-0,Qualifiers,170.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
44,blank3,Unknown,1,dhap_m2-0,Qualifiers,171.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
45,blank3,Unknown,1,dhap_m3-0,Qualifiers,172.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
46,blank3,Unknown,1,f6p_m0-0,Quantifiers,259.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
47,blank3,Unknown,1,f6p_m1-0,Qualifiers,260.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
48,blank3,Unknown,1,f6p_m1-1,Qualifiers,260.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
49,blank3,Unknown,1,f6p_m2-0,Qualifiers,261.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
50,blank3,Unknown,1,f6p_m2-1,Qualifiers,261.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
51,blank3,Unknown,1,f6p_m2-2,Qualifiers,261.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
52,blank3,Unknown,1,f6p_m3-0,Qualifiers,262.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
53,blank3,Unknown,1,f6p_m3-1,Qualifiers,262.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
54,blank3,Unknown,1,f6p_m3-2,Qualifiers,262.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
55,blank3,Unknown,1,f6p_m3-3,Qualifiers,262.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
56,blank3,Unknown,1,f6p_m4-1,Qualifiers,263.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
57,blank3,Unknown,1,f6p_m4-2,Qualifiers,263.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
58,blank3,Unknown,1,f6p_m4-3,Qualifiers,263.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
59,blank3,Unknown,1,f6p_m5-2,Qualifiers,264.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
60,blank3,Unknown,1,f6p_m5-3,Qualifiers,264.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
61,blank3,Unknown,1,f6p_m6-3,Qualifiers,265.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
62,blank3,Unknown,1,fdp_m0-0,Quantifiers,339.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
63,blank3,Unknown,1,fdp_m1-0,Qualifiers,340.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
64,blank3,Unknown,1,fdp_m2-0,Qualifiers,341.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
65,blank3,Unknown,1,fdp_m3-0,Qualifiers,342.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
66,blank3,Unknown,1,fdp_m4-0,Qualifiers,343.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
67,blank3,Unknown,1,fdp_m5-0,Qualifiers,344.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
68,blank3,Unknown,1,fdp_m6-0,Qualifiers,345.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
69,blank3,Unknown,1,g3p_m0-0,Quantifiers,169.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
70,blank3,Unknown,1,g3p_m1-0,Qualifiers,170.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
71,blank3,Unknown,1,g3p_m2-0,Qualifiers,171.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
72,blank3,Unknown,1,g3p_m3-0,Qualifiers,172.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
73,blank3,Unknown,1,g6p_m0-0,Quantifiers,259.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
74,blank3,Unknown,1,g6p_m1-0,Qualifiers,260.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
75,blank3,Unknown,1,g6p_m1-1,Qualifiers,260.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
76,blank3,Unknown,1,g6p_m2-0,Qualifiers,261.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
77,blank3,Unknown,1,g6p_m2-1,Qualifiers,261.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
78,blank3,Unknown,1,g6p_m2-2,Qualifiers,261.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
79,blank3,Unknown,1,g6p_m3-1,Qualifiers,262.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
80,blank3,Unknown,1,g6p_m3-2,Qualifiers,262.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
81,blank3,Unknown,1,g6p_m3-3,Qualifiers,262.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
82,blank3,Unknown,1,g6p_m4-2,Qualifiers,263.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
83,blank3,Unknown,1,g6p_m4-3,Qualifiers,263.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
84,blank3,Unknown,1,g6p_m4-4,Qualifiers,263.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
85,blank3,Unknown,1,g6p_m5-3,Qualifiers,264.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
86,blank3,Unknown,1,g6p_m5-4,Qualifiers,264.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
87,blank3,Unknown,1,g6p_m6-4,Qualifiers,265.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
88,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,23dpg_m0-0,Quantifiers,265.0 / 166.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
89,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,23dpg_m1-1,Qualifiers,266.0 / 167.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
90,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,23dpg_m2-2,Qualifiers,267.0 / 168.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
91,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,23dpg_m3-3,Qualifiers,268.0 / 170.0,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
92,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m0-0,Quantifiers,173.0 / 129.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
93,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m1-0,Qualifiers,174.0 / 129.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
94,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m1-1,Qualifiers,174.0 / 130.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
95,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m2-1,Qualifiers,175.0 / 130.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
96,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m2-2,Qualifiers,175.0 / 131.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
97,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m3-2,Qualifiers,176.0 / 131.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
98,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m3-3,Qualifiers,176.0 / 132.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
99,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m4-3,Qualifiers,177.0 / 132.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
100,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m4-4,Qualifiers,177.0 / 133.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
101,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m5-4,Qualifiers,178.0 / 133.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
102,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m5-5,Qualifiers,178.0 / 134.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
103,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,acon-C_m6-5,Qualifiers,179.0 / 134.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
104,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,akg_m0-0,Quantifiers,145.1 / 101.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
105,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,akg_m1-0,Qualifiers,146.1 / 101.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
106,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,akg_m1-1,Qualifiers,146.1 / 102.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
107,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,akg_m2-1,Qualifiers,147.1 / 102.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
108,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,akg_m2-2,Qualifiers,147.1 / 103.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
109,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,akg_m3-2,Qualifiers,148.1 / 103.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
110,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,akg_m3-3,Qualifiers,148.1 / 104.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
111,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,akg_m4-3,Qualifiers,149.1 / 104.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
112,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,akg_m4-4,Qualifiers,149.1 / 105.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
113,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,akg_m5-4,Qualifiers,150.1 / 105.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
114,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m0-0,Quantifiers,191.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
115,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m1-0,Qualifiers,192.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
116,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m1-1,Qualifiers,192.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
117,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m2-0,Qualifiers,193.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
118,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m2-1,Qualifiers,193.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
119,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m2-2,Qualifiers,193.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
120,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m3-1,Qualifiers,194.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
121,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m3-2,Qualifiers,194.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
122,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m3-3,Qualifiers,194.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
123,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m4-2,Qualifiers,195.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
124,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m4-3,Qualifiers,195.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
125,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m4-4,Qualifiers,195.0 / 115.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
126,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m5-3,Qualifiers,196.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
127,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m5-4,Qualifiers,196.0 / 115.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
128,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,cit_m6-4,Qualifiers,197.0 / 115.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
129,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,dhap_m0-0,Quantifiers,169.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
130,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,dhap_m1-0,Qualifiers,170.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
131,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,dhap_m2-0,Qualifiers,171.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
132,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,dhap_m3-0,Qualifiers,172.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
133,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m0-0,Quantifiers,259.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
134,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m1-0,Qualifiers,260.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
135,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m1-1,Qualifiers,260.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
136,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m2-0,Qualifiers,261.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
137,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m2-1,Qualifiers,261.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
138,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m2-2,Qualifiers,261.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
139,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m3-0,Qualifiers,262.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
140,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m3-1,Qualifiers,262.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
141,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m3-2,Qualifiers,262.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
142,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m3-3,Qualifiers,262.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
143,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m4-1,Qualifiers,263.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
144,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m4-2,Qualifiers,263.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
145,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m4-3,Qualifiers,263.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
146,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m5-2,Qualifiers,264.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
147,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m5-3,Qualifiers,264.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
148,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,f6p_m6-3,Qualifiers,265.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
149,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,fdp_m0-0,Quantifiers,339.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
150,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,fdp_m1-0,Qualifiers,340.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
151,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,fdp_m2-0,Qualifiers,341.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
152,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,fdp_m3-0,Qualifiers,342.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
153,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,fdp_m4-0,Qualifiers,343.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
154,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,fdp_m5-0,Qualifiers,344.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
155,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,fdp_m6-0,Qualifiers,345.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
156,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g3p_m0-0,Quantifiers,169.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
157,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g3p_m1-0,Qualifiers,170.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
158,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g3p_m2-0,Qualifiers,171.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
159,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g3p_m3-0,Qualifiers,172.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
160,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m0-0,Quantifiers,259.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
161,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m1-0,Qualifiers,260.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
162,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m1-1,Qualifiers,260.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
163,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m2-0,Qualifiers,261.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
164,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m2-1,Qualifiers,261.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
165,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m2-2,Qualifiers,261.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
166,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m3-1,Qualifiers,262.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
167,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m3-2,Qualifiers,262.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
168,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m3-3,Qualifiers,262.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
169,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m4-2,Qualifiers,263.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
170,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m4-3,Qualifiers,263.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
171,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m4-4,Qualifiers,263.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
172,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m5-3,Qualifiers,264.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
173,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m5-4,Qualifiers,264.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
174,HEK_Wt_QC1_100x_split1_inj1,Unknown,1,g6p_m6-4,Qualifiers,265.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
175,HEK_Wt_QC1_100x_split1_inj2,Unknown,1,23dpg_m0-0,Quantifiers,265.0 / 166.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
176,HEK_Wt_QC1_100x_split1_inj2,Unknown,1,23dpg_m1-1,Qualifiers,266.0 / 167.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
177,HEK_Wt_QC1_100x_split1_inj2,Unknown,1,23dpg_m2-2,Qualifiers,267.0 / 168.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
178,HEK_Wt_QC1_100x_split1_inj2,Unknown,1,23dpg_m3-3,Qualifiers,268.0 / 170.0,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
179,HEK_Wt_QC1_100x_split1_inj2,Unknown,1,acon-C_m0-0,Quantifiers,173.0 / 129.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
180,HEK_Wt_QC1_100x_split1_inj2,Unknown,1,acon-C_m1-0,Qualifiers,174.0 / 129.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
181,HEK_Wt_QC1_100x_split1_inj2,Unknown,1,acon-C_m1-1,Qualifiers,174.0 / 130.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
182,HEK_Wt_QC1_100x_split1_inj2,Unknown,1,acon-C_m2-1,Qualifiers,175.0 / 130.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
