Index,Sample Name,Sample Type,Dilution Factor,Component Name,Component Type,Mass Info,Component Group Name,Expected RT,Retention Time,Retention Time Delta (min),Area,Height,Height Ratio
1,blank5,Unknown,1,6pgc_m0-0,Quantifiers,275.0 / 97.0,6pgc,13.7,13.29377528,0.406224719,42573.20356,4477.039371,N/A
2,blank5,Unknown,1,6pgc_m1-0,Qualifiers,276.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
3,blank5,Unknown,1,6pgc_m2-0,Qualifiers,277.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
4,blank5,Unknown,1,6pgc_m3-0,Qualifiers,278.0 / 97.0,6pgc,13.7,13.349499,0.350501002,5476.050657,1969.624149,N/A
5,blank5,Unknown,1,6pgc_m4-0,Qualifiers,279.0 / 97.0,6pgc,13.7,13.76137344,0.061373441,182953.902,25585.75099,N/A
6,blank5,Unknown,1,6pgc_m5-0,Qualifiers,280.0 / 97.0,6pgc,13.7,13.31553286,0.384467142,4353290.727,241301.1086,N/A
7,blank5,Unknown,1,6pgc_m6-0,Qualifiers,281.0 / 97.0,6pgc,13.7,13.35116232,0.348837684,52713.48584,24336.78126,N/A
8,blank5,Unknown,1,e4p_m0-0,Quantifiers,199.0 / 139.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
9,blank5,Unknown,1,e4p_m1-0,Qualifiers,200.0 / 139.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
10,blank5,Unknown,1,e4p_m1-1,Qualifiers,200.0 / 140.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
11,blank5,Unknown,1,e4p_m2-0,Qualifiers,201.0 / 139.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
12,blank5,Unknown,1,e4p_m2-1,Qualifiers,201.0 / 140.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
13,blank5,Unknown,1,e4p_m2-2,Qualifiers,201.0 / 141.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
14,blank5,Unknown,1,e4p_m3-1,Qualifiers,202.0 / 140.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
15,blank5,Unknown,1,e4p_m3-2,Qualifiers,202.0 / 141.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
16,blank5,Unknown,1,e4p_m4-2,Qualifiers,203.0 / 141.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
17,blank5,Unknown,1,fum_m0-0,Quantifiers,115.0 / 71.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
18,blank5,Unknown,1,fum_m1-0,Qualifiers,116.0 / 71.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
19,blank5,Unknown,1,fum_m1-1,Qualifiers,116.0 / 72.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
20,blank5,Unknown,1,fum_m2-1,Qualifiers,117.0 / 72.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
21,blank5,Unknown,1,fum_m2-2,Qualifiers,117.0 / 73.0,fum,12.8,13.17453704,0.374537043,394869.8396,98913.9291,N/A
22,blank5,Unknown,1,fum_m3-2,Qualifiers,118.0 / 73.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
23,blank5,Unknown,1,fum_m3-3,Qualifiers,118.0 / 74.0,fum,12.8,12.49531911,0.304680895,21198.91228,5332.111111,N/A
24,blank5,Unknown,1,icit_m0-0,Quantifiers,191.0 / 111.0,icit,14,N/A,N/A,N/A,N/A,N/A
25,blank5,Unknown,1,icit_m1-0,Qualifiers,192.0 / 111.0,icit,14,N/A,N/A,N/A,N/A,N/A
26,blank5,Unknown,1,icit_m1-1,Qualifiers,192.0 / 112.0,icit,14,N/A,N/A,N/A,N/A,N/A
27,blank5,Unknown,1,icit_m2-0,Qualifiers,193.0 / 111.0,icit,14,N/A,N/A,N/A,N/A,N/A
28,blank5,Unknown,1,icit_m2-1,Qualifiers,193.0 / 112.0,icit,14,N/A,N/A,N/A,N/A,N/A
29,blank5,Unknown,1,icit_m2-2,Qualifiers,193.0 / 113.0,icit,14,N/A,N/A,N/A,N/A,N/A
30,blank5,Unknown,1,icit_m3-2,Qualifiers,194.0 / 113.0,icit,14,N/A,N/A,N/A,N/A,N/A
31,blank5,Unknown,1,icit_m3-3,Qualifiers,194.0 / 114.0,icit,14,N/A,N/A,N/A,N/A,N/A
32,blank5,Unknown,1,icit_m4-3,Qualifiers,195.0 / 114.0,icit,14,N/A,N/A,N/A,N/A,N/A
33,blank5,Unknown,1,icit_m4-4,Qualifiers,195.0 / 115.0,icit,14,N/A,N/A,N/A,N/A,N/A
34,blank5,Unknown,1,icit_m5-4,Qualifiers,196.0 / 115.0,icit,14,N/A,N/A,N/A,N/A,N/A
35,blank5,Unknown,1,icit_m5-5,Qualifiers,196.0 / 116.0,icit,14,N/A,N/A,N/A,N/A,N/A
36,blank5,Unknown,1,icit_m6-5,Qualifiers,197.0 / 116.0,icit,14,N/A,N/A,N/A,N/A,N/A
37,blank5,Unknown,1,mal_m0-0,Quantifiers,133.0 / 115.0,mal,12.2,N/A,N/A,N/A,N/A,N/A
38,blank5,Unknown,1,mal_m1-1,Qualifiers,134.0 / 116.0,mal,12.2,N/A,N/A,N/A,N/A,N/A
39,blank5,Unknown,1,mal_m2-2,Qualifiers,135.0 / 117.0,mal,12.2,N/A,N/A,N/A,N/A,N/A
40,blank5,Unknown,1,mal_m3-3,Qualifiers,136.0 / 118.0,mal,12.2,11.76228055,0.437719454,3105.352767,1093.066667,N/A
41,blank5,Unknown,1,mal_m4-4,Qualifiers,137.0 / 119.0,mal,12.2,N/A,N/A,N/A,N/A,N/A
42,blank5,Unknown,1,oaa_m0-0,Quantifiers,131.0 / 87.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
43,blank5,Unknown,1,oaa_m1-0,Qualifiers,132.0 / 87.0,oaa,12.1,12.2716659,0.171665905,6950.470456,1956.982174,N/A
44,blank5,Unknown,1,oaa_m1-1,Qualifiers,132.0 / 88.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
45,blank5,Unknown,1,oaa_m2-1,Qualifiers,133.0 / 88.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
46,blank5,Unknown,1,oaa_m2-2,Qualifiers,133.0 / 89.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
47,blank5,Unknown,1,oaa_m3-2,Qualifiers,134.0 / 89.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
48,blank5,Unknown,1,oaa_m3-3,Qualifiers,134.0 / 90.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
49,blank5,Unknown,1,oaa_m4-3,Qualifiers,135.0 / 90.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
50,blank5,Unknown,1,pep_m0-0,Quantifiers,167.0 / 79.0,pep,14.1,14.20515303,0.10515303,10759.79728,1333.521583,N/A
51,blank5,Unknown,1,pep_m1-0,Qualifiers,168.0 / 79.0,pep,14.1,N/A,N/A,N/A,N/A,N/A
52,blank5,Unknown,1,pep_m2-0,Qualifiers,169.0 / 79.0,pep,14.1,N/A,N/A,N/A,N/A,N/A
53,blank5,Unknown,1,pep_m3-0,Qualifiers,170.0 / 79.0,pep,14.1,N/A,N/A,N/A,N/A,N/A
54,blank5,Unknown,1,Pool_2pg_3pg_m0-0,Quantifiers,185.0 / 79.0,Pool_2pg_3pg,15,15.0316944,0.031694396,112519.6261,20793.67581,N/A
55,blank5,Unknown,1,Pool_2pg_3pg_m1-0,Qualifiers,186.0 / 79.0,Pool_2pg_3pg,15,15.25622961,0.256229609,9413.094751,1983.434543,N/A
56,blank5,Unknown,1,Pool_2pg_3pg_m2-0,Qualifiers,187.0 / 79.0,Pool_2pg_3pg,15,N/A,N/A,N/A,N/A,N/A
57,blank5,Unknown,1,Pool_2pg_3pg_m3-0,Qualifiers,188.0 / 79.0,Pool_2pg_3pg,15,N/A,N/A,N/A,N/A,N/A
58,blank5,Unknown,1,pyr_m0-0,Quantifiers,87.0 / 43.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
59,blank5,Unknown,1,pyr_m1-0,Qualifiers,88.0 / 43.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
60,blank5,Unknown,1,pyr_m1-1,Qualifiers,88.0 / 44.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
61,blank5,Unknown,1,pyr_m2-0,Qualifiers,89.0 / 43.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
62,blank5,Unknown,1,pyr_m2-1,Qualifiers,89.0 / 44.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
63,blank5,Unknown,1,pyr_m3-1,Qualifiers,90.0 / 44.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
64,blank5,Unknown,1,r5p_m0-0,Quantifiers,229.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
65,blank5,Unknown,1,r5p_m1-0,Qualifiers,230.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
66,blank5,Unknown,1,r5p_m2-0,Qualifiers,231.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
67,blank5,Unknown,1,r5p_m3-0,Qualifiers,232.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
68,blank5,Unknown,1,r5p_m4-0,Qualifiers,233.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
69,blank5,Unknown,1,r5p_m5-0,Qualifiers,234.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
70,blank5,Unknown,1,ru5p_m0-0,Quantifiers,229.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
71,blank5,Unknown,1,ru5p_m1-0,Qualifiers,230.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
72,blank5,Unknown,1,ru5p_m2-0,Qualifiers,231.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
73,blank5,Unknown,1,ru5p_m3-0,Qualifiers,232.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
74,blank5,Unknown,1,ru5p_m4-0,Qualifiers,233.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
75,blank5,Unknown,1,ru5p_m5-0,Qualifiers,234.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
76,blank5,Unknown,1,s7p_m0-0,Quantifiers,289.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
77,blank5,Unknown,1,s7p_m1-0,Qualifiers,290.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
78,blank5,Unknown,1,s7p_m2-0,Qualifiers,291.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
79,blank5,Unknown,1,s7p_m3-0,Qualifiers,292.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
80,blank5,Unknown,1,s7p_m4-0,Qualifiers,293.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
81,blank5,Unknown,1,s7p_m5-0,Qualifiers,294.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
82,blank5,Unknown,1,s7p_m6-0,Qualifiers,295.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
83,blank5,Unknown,1,s7p_m7-0,Qualifiers,296.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
84,blank5,Unknown,1,succ_m0-0,Quantifiers,117.0 / 99.0,succ,11.9,N/A,N/A,N/A,N/A,N/A
85,blank5,Unknown,1,succ_m1-1,Qualifiers,118.0 / 100.0,succ,11.9,N/A,N/A,N/A,N/A,N/A
86,blank5,Unknown,1,succ_m2-2,Qualifiers,119.0 / 101.0,succ,11.9,N/A,N/A,N/A,N/A,N/A
87,blank5,Unknown,1,succ_m3-3,Qualifiers,120.0 / 102.0,succ,11.9,N/A,N/A,N/A,N/A,N/A
88,blank5,Unknown,1,succ_m4-4,Qualifiers,121.0 / 103.0,succ,11.9,N/A,N/A,N/A,N/A,N/A
89,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,6pgc_m0-0,Quantifiers,275.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
90,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,6pgc_m1-0,Qualifiers,276.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
91,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,6pgc_m2-0,Qualifiers,277.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
92,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,6pgc_m3-0,Qualifiers,278.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
93,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,6pgc_m4-0,Qualifiers,279.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
94,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,6pgc_m5-0,Qualifiers,280.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
95,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,6pgc_m6-0,Qualifiers,281.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
96,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,e4p_m0-0,Quantifiers,199.0 / 139.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
97,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,e4p_m1-0,Qualifiers,200.0 / 139.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
98,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,e4p_m1-1,Qualifiers,200.0 / 140.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
99,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,e4p_m2-0,Qualifiers,201.0 / 139.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
100,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,e4p_m2-1,Qualifiers,201.0 / 140.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
101,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,e4p_m2-2,Qualifiers,201.0 / 141.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
102,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,e4p_m3-1,Qualifiers,202.0 / 140.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
103,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,e4p_m3-2,Qualifiers,202.0 / 141.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
104,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,e4p_m4-2,Qualifiers,203.0 / 141.0,e4p,6.5,N/A,N/A,N/A,N/A,N/A
105,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,fum_m0-0,Quantifiers,115.0 / 71.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
106,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,fum_m1-0,Qualifiers,116.0 / 71.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
107,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,fum_m1-1,Qualifiers,116.0 / 72.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
108,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,fum_m2-1,Qualifiers,117.0 / 72.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
109,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,fum_m2-2,Qualifiers,117.0 / 73.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
110,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,fum_m3-2,Qualifiers,118.0 / 73.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
111,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,fum_m3-3,Qualifiers,118.0 / 74.0,fum,12.8,N/A,N/A,N/A,N/A,N/A
112,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m0-0,Quantifiers,191.0 / 111.0,icit,14,N/A,N/A,N/A,N/A,N/A
113,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m1-0,Qualifiers,192.0 / 111.0,icit,14,N/A,N/A,N/A,N/A,N/A
114,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m1-1,Qualifiers,192.0 / 112.0,icit,14,N/A,N/A,N/A,N/A,N/A
115,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m2-0,Qualifiers,193.0 / 111.0,icit,14,N/A,N/A,N/A,N/A,N/A
116,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m2-1,Qualifiers,193.0 / 112.0,icit,14,N/A,N/A,N/A,N/A,N/A
117,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m2-2,Qualifiers,193.0 / 113.0,icit,14,N/A,N/A,N/A,N/A,N/A
118,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m3-2,Qualifiers,194.0 / 113.0,icit,14,N/A,N/A,N/A,N/A,N/A
119,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m3-3,Qualifiers,194.0 / 114.0,icit,14,N/A,N/A,N/A,N/A,N/A
120,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m4-3,Qualifiers,195.0 / 114.0,icit,14,N/A,N/A,N/A,N/A,N/A
121,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m4-4,Qualifiers,195.0 / 115.0,icit,14,N/A,N/A,N/A,N/A,N/A
122,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m5-4,Qualifiers,196.0 / 115.0,icit,14,N/A,N/A,N/A,N/A,N/A
123,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m5-5,Qualifiers,196.0 / 116.0,icit,14,N/A,N/A,N/A,N/A,N/A
124,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,icit_m6-5,Qualifiers,197.0 / 116.0,icit,14,N/A,N/A,N/A,N/A,N/A
125,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,mal_m0-0,Quantifiers,133.0 / 115.0,mal,12.2,N/A,N/A,N/A,N/A,N/A
126,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,mal_m1-1,Qualifiers,134.0 / 116.0,mal,12.2,N/A,N/A,N/A,N/A,N/A
127,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,mal_m2-2,Qualifiers,135.0 / 117.0,mal,12.2,N/A,N/A,N/A,N/A,N/A
128,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,mal_m3-3,Qualifiers,136.0 / 118.0,mal,12.2,N/A,N/A,N/A,N/A,N/A
129,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,mal_m4-4,Qualifiers,137.0 / 119.0,mal,12.2,N/A,N/A,N/A,N/A,N/A
130,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,oaa_m0-0,Quantifiers,131.0 / 87.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
131,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,oaa_m1-0,Qualifiers,132.0 / 87.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
132,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,oaa_m1-1,Qualifiers,132.0 / 88.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
133,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,oaa_m2-1,Qualifiers,133.0 / 88.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
134,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,oaa_m2-2,Qualifiers,133.0 / 89.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
135,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,oaa_m3-2,Qualifiers,134.0 / 89.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
136,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,oaa_m3-3,Qualifiers,134.0 / 90.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
137,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,oaa_m4-3,Qualifiers,135.0 / 90.0,oaa,12.1,N/A,N/A,N/A,N/A,N/A
138,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,pep_m0-0,Quantifiers,167.0 / 79.0,pep,14.1,N/A,N/A,N/A,N/A,N/A
139,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,pep_m1-0,Qualifiers,168.0 / 79.0,pep,14.1,N/A,N/A,N/A,N/A,N/A
140,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,pep_m2-0,Qualifiers,169.0 / 79.0,pep,14.1,N/A,N/A,N/A,N/A,N/A
141,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,pep_m3-0,Qualifiers,170.0 / 79.0,pep,14.1,N/A,N/A,N/A,N/A,N/A
142,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,Pool_2pg_3pg_m0-0,Quantifiers,185.0 / 79.0,Pool_2pg_3pg,15,N/A,N/A,N/A,N/A,N/A
143,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,Pool_2pg_3pg_m1-0,Qualifiers,186.0 / 79.0,Pool_2pg_3pg,15,N/A,N/A,N/A,N/A,N/A
144,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,Pool_2pg_3pg_m2-0,Qualifiers,187.0 / 79.0,Pool_2pg_3pg,15,N/A,N/A,N/A,N/A,N/A
145,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,Pool_2pg_3pg_m3-0,Qualifiers,188.0 / 79.0,Pool_2pg_3pg,15,N/A,N/A,N/A,N/A,N/A
146,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,pyr_m0-0,Quantifiers,87.0 / 43.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
147,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,pyr_m1-0,Qualifiers,88.0 / 43.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
148,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,pyr_m1-1,Qualifiers,88.0 / 44.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
149,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,pyr_m2-0,Qualifiers,89.0 / 43.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
150,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,pyr_m2-1,Qualifiers,89.0 / 44.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
151,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,pyr_m3-1,Qualifiers,90.0 / 44.0,pyr,4.5,N/A,N/A,N/A,N/A,N/A
152,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,r5p_m0-0,Quantifiers,229.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
153,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,r5p_m1-0,Qualifiers,230.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
154,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,r5p_m2-0,Qualifiers,231.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
155,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,r5p_m3-0,Qualifiers,232.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
156,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,r5p_m4-0,Qualifiers,233.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
157,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,r5p_m5-0,Qualifiers,234.0 / 97.0,r5p,5.4,N/A,N/A,N/A,N/A,N/A
158,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,ru5p_m0-0,Quantifiers,229.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
159,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,ru5p_m1-0,Qualifiers,230.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
160,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,ru5p_m2-0,Qualifiers,231.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
161,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,ru5p_m3-0,Qualifiers,232.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
162,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,ru5p_m4-0,Qualifiers,233.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
163,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,ru5p_m5-0,Qualifiers,234.0 / 97.0,ru5p,7,N/A,N/A,N/A,N/A,N/A
164,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,s7p_m0-0,Quantifiers,289.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
165,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,s7p_m1-0,Qualifiers,290.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
166,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,s7p_m2-0,Qualifiers,291.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
167,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,s7p_m3-0,Qualifiers,292.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
168,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,s7p_m4-0,Qualifiers,293.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
169,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,s7p_m5-0,Qualifiers,294.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
170,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,s7p_m6-0,Qualifiers,295.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
171,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,s7p_m7-0,Qualifiers,296.0 / 97.0,s7p,6.2,N/A,N/A,N/A,N/A,N/A
172,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,succ_m0-0,Quantifiers,117.0 / 99.0,succ,11.9,N/A,N/A,N/A,N/A,N/A
173,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,succ_m1-1,Qualifiers,118.0 / 100.0,succ,11.9,N/A,N/A,N/A,N/A,N/A
174,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,succ_m2-2,Qualifiers,119.0 / 101.0,succ,11.9,N/A,N/A,N/A,N/A,N/A
175,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,succ_m3-3,Qualifiers,120.0 / 102.0,succ,11.9,N/A,N/A,N/A,N/A,N/A
176,HEK_Wt_QC1_100x_split2_inj1,Unknown,1,succ_m4-4,Qualifiers,121.0 / 103.0,succ,11.9,N/A,N/A,N/A,N/A,N/A
177,HEK_Wt_QC1_100x_split2_inj2,Unknown,1,6pgc_m0-0,Quantifiers,275.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
178,HEK_Wt_QC1_100x_split2_inj2,Unknown,1,6pgc_m1-0,Qualifiers,276.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
179,HEK_Wt_QC1_100x_split2_inj2,Unknown,1,6pgc_m2-0,Qualifiers,277.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
180,HEK_Wt_QC1_100x_split2_inj2,Unknown,1,6pgc_m3-0,Qualifiers,278.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
181,HEK_Wt_QC1_100x_split2_inj2,Unknown,1,6pgc_m4-0,Qualifiers,279.0 / 97.0,6pgc,13.7,N/A,N/A,N/A,N/A,N/A
