measurement,sample,metabolite,isotopologue,natural_fraction,measured_fraction
0.0,HEK_Wt_QC3_1x_split1_inj1,fdp,m4,0.0002900029000290003,0.0
243231.7364,HEK_Wt_QC3_1x_split2_inj2,ru5p,m0,0.9442482828796744,0.9466329716559717
13712.34191,HEK_Wt_QC3_1x_split2_inj2,ru5p,m1,0.05575171712032562,0.05336702834402831
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,acon-C,m0,0.9239846267790298,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,acon-C,m1,0.06307424384971073,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,acon-C,m2,0.01294112937125928,NaN
217854.3641,HEK_Wt_QC2_1x_split1_inj2,g6p,m0,0.9167859968156374,0.8839164522504583
14620.172948,HEK_Wt_QC2_1x_split1_inj2,g6p,m1,0.06470865085166679,0.05931949748572553
13990.34495,HEK_Wt_QC2_1x_split1_inj2,g6p,m2,0.018505352332695794,0.0567640502638162
6512012.938,HEK_Wt_QC2_1x_split1_inj1,fdp,m0,0.908819088190882,0.9538635090945741
196600.0186,HEK_Wt_QC2_1x_split1_inj1,fdp,m1,0.06539065390653906,0.028797483269044227
102981.7539,HEK_Wt_QC2_1x_split1_inj1,fdp,m2,0.023900239002390026,0.015084511975484013
10292.40412,HEK_Wt_QC2_1x_split1_inj1,fdp,m3,0.0016000160001600017,0.0015076058362282466
5099.006467,HEK_Wt_QC2_1x_split1_inj1,fdp,m4,0.0002900029000290003,0.0007468898246695324
1018739.42,HEK_Wt_QC3_1x_split2_inj2,fum,m0,0.956469543812925,0.9456662654223694
58532.18971,HEK_Wt_QC3_1x_split2_inj2,fum,m1,0.04353045618707504,0.0543337345776306
85294.40526,HEK_Wt_QC1_1x_split2_inj1,s7p,m0,0.9241086500588265,0.9303486249511914
6385.641308,HEK_Wt_QC1_1x_split2_inj1,s7p,m1,0.07589134994117346,0.06965137504880854
192466.7127,HEK_Wt_QC2_1x_split2_inj2,ru5p,m0,0.9442482828796744,0.9503053311141069
10064.73314,HEK_Wt_QC2_1x_split2_inj2,ru5p,m1,0.05575171712032562,0.04969466888589314
53609322.3,HEK_Wt_QC3_1x_split2_inj1,icit,m0,0.9207720772077208,0.906606142045651
4481753.5084999995,HEK_Wt_QC3_1x_split2_inj1,icit,m1,0.06351635163516352,0.0757925130111325
1012073.58137,HEK_Wt_QC3_1x_split2_inj1,icit,m2,0.014791479147914793,0.017115533002590878
28726.971608,HEK_Wt_QC3_1x_split2_inj1,icit,m3,0.0009200920092009201,0.0004858119406255548
77773638.49,HEK_Wt_QC2_1x_split2_inj2,icit,m0,0.9207720772077208,0.9364963816377231
4082912.4186,HEK_Wt_QC2_1x_split2_inj2,icit,m1,0.06351635163516352,0.04916360839996268
1162400.6142199999,HEK_Wt_QC2_1x_split2_inj2,icit,m2,0.014791479147914793,0.013996824507194234
28500.67768,HEK_Wt_QC2_1x_split2_inj2,icit,m3,0.0009200920092009201,0.00034318545512018023
3285.59821,HEK_Wt_QC3_1x_split1_v2_inj3,g6p,m0,0.9167859968156374,1.0
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,g6p,m1,0.06470865085166679,0.0
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,g6p,m2,0.018505352332695794,0.0
91372.20046,HEK_Wt_QC1_1x_split2_inj2,pep,m0,0.9655758950267292,0.9614673701991836
3661.914365,HEK_Wt_QC1_1x_split2_inj2,pep,m1,0.0344241049732707,0.03853262980081638
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,acon-C,m0,0.9239846267790298,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,acon-C,m1,0.06307424384971073,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,acon-C,m2,0.01294112937125928,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,cit,m0,0.9207720772077208,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,cit,m1,0.06351635163516352,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,cit,m2,0.014791479147914793,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,cit,m3,0.0009200920092009201,NaN
109760.2831,HEK_Wt_QC2_1x_split2_inj2,s7p,m0,0.9241086500588265,0.9141473278952612
10308.20012,HEK_Wt_QC2_1x_split2_inj2,s7p,m1,0.07589134994117346,0.08585267210473886
0.0,HEK_Wt_QC2_1x_split1_v2_inj4,g6p,m0,0.9167859968156374,0.0
0.0,HEK_Wt_QC2_1x_split1_v2_inj4,g6p,m1,0.06470865085166679,0.0
9060.5,HEK_Wt_QC2_1x_split1_v2_inj4,g6p,m2,0.018505352332695794,1.0
1577387.354,HEK_Wt_QC1_1x_split1_inj2,acon-C,m0,0.9239846267790298,0.9111771681650948
115910.24296999999,HEK_Wt_QC1_1x_split1_inj2,acon-C,m1,0.06307424384971073,0.06695550505264966
37855.69474,HEK_Wt_QC1_1x_split1_inj2,acon-C,m2,0.01294112937125928,0.021867326782255586
261943.0699,HEK_Wt_QC3_1x_split2_inj1,ru5p,m0,0.9442482828796744,0.948582464574894
14198.51998,HEK_Wt_QC3_1x_split2_inj1,ru5p,m1,0.05575171712032562,0.05141753542510603
36112580.42,HEK_Wt_QC2_1x_split2_inj1,icit,m0,0.9207720772077208,0.8556146099863577
5109044.403,HEK_Wt_QC2_1x_split2_inj1,icit,m1,0.06351635163516352,0.1210484818153526
956991.57011,HEK_Wt_QC2_1x_split2_inj1,icit,m2,0.014791479147914793,0.022673981185969753
27979.892776,HEK_Wt_QC2_1x_split2_inj1,icit,m3,0.0009200920092009201,0.0006629270123200281
0.0,HEK_Wt_QC2_1x_split1_v2_inj4,f6p,m0,0.9167859968156374,NaN
0.0,HEK_Wt_QC2_1x_split1_v2_inj4,f6p,m1,0.06470865085166679,NaN
0.0,HEK_Wt_QC2_1x_split1_v2_inj4,f6p,m2,0.018505352332695794,NaN
183471.0737,HEK_Wt_QC3_1x_split1_inj1,23dpg,m0,0.94422,0.9460679052464691
6938.063896,HEK_Wt_QC3_1x_split1_inj1,23dpg,m1,0.03563,0.03577610052736545
1985.649024,HEK_Wt_QC3_1x_split1_inj1,23dpg,m2,0.01944,0.010238991764783986
1535.345332,HEK_Wt_QC3_1x_split1_inj1,23dpg,m3,0.0007099999999999999,0.00791700246138138
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,23dpg,m0,0.94422,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,23dpg,m1,0.03563,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,23dpg,m2,0.01944,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,23dpg,m3,0.0007099999999999999,NaN
82662.97173,HEK_Wt_QC1_1x_split1_inj1,dhap,m0,0.9652721529240239,0.958056216132875
3618.99204,HEK_Wt_QC1_1x_split1_inj1,dhap,m1,0.03472784707597602,0.04194378386712512
130320341.8,HEK_Wt_QC2_1x_split2_inj2,mal,m0,0.9455778231129246,0.956128012058678
5430867.781,HEK_Wt_QC2_1x_split2_inj2,mal,m1,0.043711748469938805,0.03984492937541585
508217.902,HEK_Wt_QC2_1x_split2_inj2,mal,m2,0.010270410816432657,0.0037286686454339247
40670.57542,HEK_Wt_QC2_1x_split2_inj2,mal,m3,0.00044001760070402814,0.00029838992047216326
6926562.464,HEK_Wt_QC2_1x_split1_inj2,fdp,m0,0.908819088190882,0.9396261310387766
314270.792,HEK_Wt_QC2_1x_split1_inj2,fdp,m1,0.06539065390653906,0.04263255401510115
113241.2488,HEK_Wt_QC2_1x_split1_inj2,fdp,m2,0.023900239002390026,0.015361795556882387
11298.46429,HEK_Wt_QC2_1x_split1_inj2,fdp,m3,0.0016000160001600017,0.0015326985561264518
6242.4375,HEK_Wt_QC2_1x_split1_inj2,fdp,m4,0.0002900029000290003,0.0008468208331133839
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,fdp,m0,0.908819088190882,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,fdp,m1,0.06539065390653906,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,fdp,m2,0.023900239002390026,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,fdp,m3,0.0016000160001600017,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,fdp,m4,0.0002900029000290003,NaN
3548.166667,HEK_Wt_QC3_1x_split1_v2_inj3,cit,m0,0.9207720772077208,0.7012027191154654
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,cit,m1,0.06351635163516352,0.0
1511.948718,HEK_Wt_QC3_1x_split1_v2_inj3,cit,m2,0.014791479147914793,0.2987972808845346
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,cit,m3,0.0009200920092009201,0.0
183390.2399,HEK_Wt_QC1_1x_split2_inj1,pyr,m0,0.9668488270281694,0.9629181106035772
7062.341560999999,HEK_Wt_QC1_1x_split2_inj1,pyr,m1,0.03315117297183056,0.03708188939642277
211544.6667,HEK_Wt_QC1_1x_split1_inj2,f6p,m0,0.9167859968156374,0.9096383375324149
15309.388191,HEK_Wt_QC1_1x_split1_inj2,f6p,m1,0.06470865085166679,0.06583009933523237
5705.038071,HEK_Wt_QC1_1x_split1_inj2,f6p,m2,0.018505352332695794,0.02453156313235277
2234290.203,HEK_Wt_QC1_1x_split2_inj1,succ,m0,0.948170304715792,0.9341908857610038
140651.1417,HEK_Wt_QC1_1x_split2_inj1,succ,m1,0.04345651347512055,0.058808392245373625
16743.52084,HEK_Wt_QC1_1x_split2_inj1,succ,m2,0.008373181809087452,0.007000721993622521
70614.22222,HEK_Wt_QC3_1x_split2_inj2,Pool_2pg_3pg,m0,0.9648983981089774,0.9152166873763747
6541.519359,HEK_Wt_QC3_1x_split2_inj2,Pool_2pg_3pg,m1,0.03510160189102272,0.08478331262362528
2112258.047,HEK_Wt_QC2_1x_split1_v2_inj3,akg,m0,0.9354667733386669,0.8531152389775282
123957.64869999999,HEK_Wt_QC2_1x_split1_v2_inj3,akg,m1,0.05336266813340667,0.05006498104906639
225781.0448,HEK_Wt_QC2_1x_split1_v2_inj3,akg,m2,0.010620531026551328,0.0911902076854287
13938.45617,HEK_Wt_QC2_1x_split1_v2_inj3,akg,m3,0.0005500275013750688,0.0056295722879768735
179335.1987,HEK_Wt_QC3_1x_split1_inj2,23dpg,m0,0.94422,0.934795468702512
7857.723299,HEK_Wt_QC3_1x_split1_inj2,23dpg,m1,0.03563,0.040958853518271165
2903.620883,HEK_Wt_QC3_1x_split1_inj2,23dpg,m2,0.01944,0.015135297832964604
1747.774623,HEK_Wt_QC3_1x_split1_inj2,23dpg,m3,0.0007099999999999999,0.009110379946252242
83760.02687,HEK_Wt_QC1_1x_split2_inj2,pyr,m0,0.9668488270281694,0.9591237285687282
3569.7142,HEK_Wt_QC1_1x_split2_inj2,pyr,m1,0.03315117297183056,0.040876271431271746
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,dhap,m0,0.9652721529240239,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,dhap,m1,0.03472784707597602,NaN
106035549.3,HEK_Wt_QC1_1x_split2_inj1,mal,m0,0.9455778231129246,0.9436932320577645
5197762.827,HEK_Wt_QC1_1x_split2_inj1,mal,m1,0.043711748469938805,0.0462589540400611
1077726.975,HEK_Wt_QC1_1x_split2_inj1,mal,m2,0.010270410816432657,0.00959153471668381
51268.58223,HEK_Wt_QC1_1x_split2_inj1,mal,m3,0.00044001760070402814,0.0004562791854905586
921653.3185,HEK_Wt_QC2_1x_split2_inj1,pep,m0,0.9655758950267292,0.9708456521123425
27677.10956,HEK_Wt_QC2_1x_split2_inj1,pep,m1,0.0344241049732707,0.029154347887657445
269485.3696,HEK_Wt_QC2_1x_split2_inj2,r5p,m0,0.9442482828796744,0.946786354442332
15146.28815,HEK_Wt_QC2_1x_split2_inj2,r5p,m1,0.05575171712032562,0.05321364555766813
1189999.667,HEK_Wt_QC3_1x_split1_inj2,acon-C,m0,0.9239846267790298,0.8552417288866372
161530.98167,HEK_Wt_QC3_1x_split1_inj2,acon-C,m1,0.06307424384971073,0.11609081906760443
39888.44,HEK_Wt_QC3_1x_split1_inj2,acon-C,m2,0.01294112937125928,0.028667452045758345
183943.3603,HEK_Wt_QC2_1x_split2_inj1,pyr,m0,0.9668488270281694,0.9592595307783571
7812.211991,HEK_Wt_QC2_1x_split2_inj1,pyr,m1,0.03315117297183056,0.04074046922164287
65483.18415,HEK_Wt_QC1_1x_split2_inj2,r5p,m0,0.9442482828796744,0.9533284105537461
3205.825246,HEK_Wt_QC1_1x_split2_inj2,r5p,m1,0.05575171712032562,0.04667158944625407
222155.3704,HEK_Wt_QC3_1x_split1_inj1,dhap,m0,0.9652721529240239,0.967831123211775
7384.024513,HEK_Wt_QC3_1x_split1_inj1,dhap,m1,0.03472784707597602,0.03216887678822492
9301304.233,HEK_Wt_QC3_1x_split1_inj1,akg,m0,0.9354667733386669,0.9395670541445574
589282.9536,HEK_Wt_QC3_1x_split1_inj1,akg,m1,0.05336266813340667,0.05952615191396417
5790.696367,HEK_Wt_QC3_1x_split1_inj1,akg,m2,0.010620531026551328,0.0005849445831139046
3186.168338,HEK_Wt_QC3_1x_split1_inj1,akg,m3,0.0005500275013750688,0.00032184935836442074
1072.123625,HEK_Wt_QC2_1x_split1_v2_inj3,23dpg,m0,0.94422,1.0
0.0,HEK_Wt_QC2_1x_split1_v2_inj3,23dpg,m1,0.03563,0.0
0.0,HEK_Wt_QC2_1x_split1_v2_inj3,23dpg,m2,0.01944,0.0
0.0,HEK_Wt_QC2_1x_split1_v2_inj3,23dpg,m3,0.0007099999999999999,0.0
194666.7739,HEK_Wt_QC2_1x_split1_inj2,f6p,m0,0.9167859968156374,0.9127212044036014
14038.076124,HEK_Wt_QC2_1x_split1_inj2,f6p,m1,0.06470865085166679,0.06581939737691785
4576.897963,HEK_Wt_QC2_1x_split1_inj2,f6p,m2,0.018505352332695794,0.021459398219480896
1188997.204,HEK_Wt_QC3_1x_split2_inj1,fum,m0,0.956469543812925,0.9560420485433573
54669.01948,HEK_Wt_QC3_1x_split2_inj1,fum,m1,0.04353045618707504,0.04395795145664271
466004.0878,HEK_Wt_QC1_1x_split2_inj2,fum,m0,0.956469543812925,0.9436719109291547
27815.938422,HEK_Wt_QC1_1x_split2_inj2,fum,m1,0.04353045618707504,0.05632808907084535
10497833.99,HEK_Wt_QC2_1x_split1_inj1,akg,m0,0.9354667733386669,0.9475562084550242
572258.0013,HEK_Wt_QC2_1x_split1_inj1,akg,m1,0.05336266813340667,0.05165319079025352
6082.299646,HEK_Wt_QC2_1x_split1_inj1,akg,m2,0.010620531026551328,0.0005490009459800094
2676.648268,HEK_Wt_QC2_1x_split1_inj1,akg,m3,0.0005500275013750688,0.0002415998087424306
42662878.13,HEK_Wt_QC1_1x_split2_inj2,mal,m0,0.9455778231129246,0.9532554470176888
1589215.393,HEK_Wt_QC1_1x_split2_inj2,mal,m1,0.043711748469938805,0.03550928339258781
482637.3431,HEK_Wt_QC1_1x_split2_inj2,mal,m2,0.010270410816432657,0.010784004652529525
20196.32941,HEK_Wt_QC1_1x_split2_inj2,mal,m3,0.00044001760070402814,0.00045126493719391367
65180592.11,HEK_Wt_QC3_1x_split1_inj2,cit,m0,0.9207720772077208,0.8943505691768278
5980344.331,HEK_Wt_QC3_1x_split1_inj2,cit,m1,0.06351635163516352,0.08205700781725019
1637885.2018499998,HEK_Wt_QC3_1x_split1_inj2,cit,m2,0.014791479147914793,0.022473615459779085
81539.09756200001,HEK_Wt_QC3_1x_split1_inj2,cit,m3,0.0009200920092009201,0.0011188075461430415
10137724.03,HEK_Wt_QC1_1x_split1_inj1,akg,m0,0.9354667733386669,0.9480882187697255
547421.1569,HEK_Wt_QC1_1x_split1_inj1,akg,m1,0.05336266813340667,0.051195273024430846
4566.859928,HEK_Wt_QC1_1x_split1_inj1,akg,m2,0.010620531026551328,0.0004270964648174938
3094.623795,HEK_Wt_QC1_1x_split1_inj1,akg,m3,0.0005500275013750688,0.0002894117410260534
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,akg,m0,0.9354667733386669,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,akg,m1,0.05336266813340667,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,akg,m2,0.010620531026551328,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,akg,m3,0.0005500275013750688,NaN
797961.3737,HEK_Wt_QC1_1x_split2_inj2,succ,m0,0.948170304715792,0.9469504084011129
38871.37016,HEK_Wt_QC1_1x_split2_inj2,succ,m1,0.04345651347512055,0.04612912486909619
5831.630769,HEK_Wt_QC1_1x_split2_inj2,succ,m2,0.008373181809087452,0.006920466729790841
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,akg,m0,0.9354667733386669,0.0
7678.936758,HEK_Wt_QC1_1x_split1_v2_inj4,akg,m1,0.05336266813340667,1.0
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,akg,m2,0.010620531026551328,0.0
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,akg,m3,0.0005500275013750688,0.0
172146.4895,HEK_Wt_QC3_1x_split2_inj2,s7p,m0,0.9241086500588265,0.9309678256508004
12764.83048,HEK_Wt_QC3_1x_split2_inj2,s7p,m1,0.07589134994117346,0.06903217434919963
329699.029,HEK_Wt_QC1_1x_split1_inj2,23dpg,m0,0.94422,0.9495664195773026
11340.74347,HEK_Wt_QC1_1x_split1_inj2,23dpg,m1,0.03563,0.03266248373498417
3821.161847,HEK_Wt_QC1_1x_split1_inj2,23dpg,m2,0.01944,0.011005331088436971
2349.14199,HEK_Wt_QC1_1x_split1_inj2,23dpg,m3,0.0007099999999999999,0.006765765599276302
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,acon-C,m0,0.9239846267790298,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,acon-C,m1,0.06307424384971073,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,acon-C,m2,0.01294112937125928,NaN
132823.1854,HEK_Wt_QC3_1x_split1_v2_inj3,akg,m0,0.9354667733386669,1.0
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,akg,m1,0.05336266813340667,0.0
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,akg,m2,0.010620531026551328,0.0
0.0,HEK_Wt_QC3_1x_split1_v2_inj3,akg,m3,0.0005500275013750688,0.0
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,cit,m0,0.9207720772077208,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,cit,m1,0.06351635163516352,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,cit,m2,0.014791479147914793,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,cit,m3,0.0009200920092009201,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,cit,m0,0.9207720772077208,0.0
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,cit,m1,0.06351635163516352,0.0
1460.384615,HEK_Wt_QC1_1x_split1_v2_inj4,cit,m2,0.014791479147914793,1.0
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,cit,m3,0.0009200920092009201,0.0
95219732.42,HEK_Wt_QC2_1x_split1_inj2,cit,m0,0.9207720772077208,0.9133206864571339
7228252.639,HEK_Wt_QC2_1x_split1_inj2,cit,m1,0.06351635163516352,0.06933135070174219
1706540.71398,HEK_Wt_QC2_1x_split1_inj2,cit,m2,0.014791479147914793,0.01636865486540569
102099.344499,HEK_Wt_QC2_1x_split1_inj2,cit,m3,0.0009200920092009201,0.0009793079757181077
167211.1286,HEK_Wt_QC3_1x_split2_inj1,pyr,m0,0.9668488270281694,0.963466024870596
6340.532054,HEK_Wt_QC3_1x_split2_inj1,pyr,m1,0.03315117297183056,0.036533975129404005
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,fdp,m0,0.908819088190882,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,fdp,m1,0.06539065390653906,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,fdp,m2,0.023900239002390026,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,fdp,m3,0.0016000160001600017,NaN
0.0,HEK_Wt_QC3_1x_split1_v2_inj4,fdp,m4,0.0002900029000290003,NaN
1845852.0,HEK_Wt_QC1_1x_split1_inj1,fdp,m0,0.908819088190882,0.9273682808106247
105279.7177,HEK_Wt_QC1_1x_split1_inj1,fdp,m1,0.06539065390653906,0.05289322806361338
35564.21289,HEK_Wt_QC1_1x_split1_inj1,fdp,m2,0.023900239002390026,0.017867696308361863
0.0,HEK_Wt_QC1_1x_split1_inj1,fdp,m3,0.0016000160001600017,0.0
3723.666667,HEK_Wt_QC1_1x_split1_inj1,fdp,m4,0.0002900029000290003,0.0018707948174001051
125168.6995,HEK_Wt_QC1_1x_split1_inj1,g6p,m0,0.9167859968156374,0.8177180287477476
10546.444835999999,HEK_Wt_QC1_1x_split1_inj1,g6p,m1,0.06470865085166679,0.06889915862384413
17355.59044,HEK_Wt_QC1_1x_split1_inj1,g6p,m2,0.018505352332695794,0.11338281262840837
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,fdp,m0,0.908819088190882,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,fdp,m1,0.06539065390653906,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,fdp,m2,0.023900239002390026,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,fdp,m3,0.0016000160001600017,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj3,fdp,m4,0.0002900029000290003,NaN
1680504.72,HEK_Wt_QC1_1x_split2_inj2,icit,m0,0.9207720772077208,0.9231652685353411
109047.83864999999,HEK_Wt_QC1_1x_split2_inj2,icit,m1,0.06351635163516352,0.0599041324028687
30819.997898,HEK_Wt_QC1_1x_split2_inj2,icit,m2,0.014791479147914793,0.01693059906179009
0.0,HEK_Wt_QC1_1x_split2_inj2,icit,m3,0.0009200920092009201,0.0
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,23dpg,m0,0.94422,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,23dpg,m1,0.03563,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,23dpg,m2,0.01944,NaN
0.0,HEK_Wt_QC1_1x_split1_v2_inj4,23dpg,m3,0.0007099999999999999,NaN
